ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
534	YGL031C	527	3.38e-05	0.00035905	-0.022911498	0.005525933	8.550082321	0.060632852	0.000198965	0.013462489	0.009587243	0.013462489	RPL24A	RPL24A	YGL031C	protein biosynthesis || structural constituent of ribosome* || YGL031C || 1081339	8.12	0	0.55	up	down	yes	0	1.92e-07	-1.94	0.7	0.995	NA	down	no	core_ESR_down
535	YHR128W	1075	0.001914273	0.009966684	-0.017460335	0.005626522	6.748193677	0.067909655	0.001349947	0.012813392	0.008316547	0.012813392	FUR1	FUR1	YHR128W	pyrimidine salvage || uracil phosphoribosyltransferase activity || YHR128W || 1084228	8.12	0	0.67	up	down	yes	0	9.05e-10	-1.73	0.7	0.994	NA	down	no	core_ESR_down
536	YBL087C	3884	0.348331873	0.50196022	-0.004485456	0.004782804	8.304000701	0.028265159	0.000271161	0.009962964	0.009459351	0.009962964	RPL23A	RPL23A	YBL087C	protein biosynthesis || structural constituent of ribosome || YBL087C || 1082745	8.14	0	0.77	up	down	yes	0	1.85e-12	-1.79	0.67	0.989	NA	NA	no	core_ESR_down
537	YEL026W	5174	0.828789779	0.896368266	-0.001407228	0.006507294	7.559626971	0.033496704	0.000540703	0.018403945	0.008997355	0.018403945	SNU13	SNU13	YEL026W	nuclear mRNA splicing, via spliceosome* || RNA binding || YEL026W || 1081613	8.21	0	0.69	up	down	yes	0	3.77e-10	-1.94	0.65	0.984	NA	NA	no	core_ESR_down
538	YMR242C	1839	0.018562403	0.056479801	-0.012029691	0.005109876	8.750358316	0.041883359	0.000163652	0.011518055	0.009681855	0.011518055	NA	RPL20A	YMR242C	protein biosynthesis || structural constituent of ribosome || YMR242C || 1083119	8.29	0	0.66	up	down	yes	0	1.97e-09	-2.24	0.65	0.985	NA	NA	no	core_ESR_down
539	YNL301C	3716	0.29575074	0.445793925	0.004811775	0.004601975	7.151252704	0.017855537	0.00082889	0.005392641	0.008645999	0.008645999	RPL18B	RPL18B	YNL301C	protein biosynthesis || structural constituent of ribosome || YNL301C || 1084744	8.78	0	0.77	up	down	yes	0	1.96e-12	-2.48	0.71	0.996	NA	NA	no	core_ESR_down
540	YOR167C	4183	0.44688457	0.597947153	-0.005400612	0.007100283	7.670467611	0.058138369	0.00048229	0.022072407	0.009073059	0.022072407	RPS28A	RPS28A	YOR167C	protein biosynthesis || structural constituent of ribosome || YOR167C || 1081871	8.86	0	0.59	up	down	yes	0	5.13e-08	-2.04	0.73	0.997	NA	NA	no	core_ESR_down
541	YDL081C	4209	0.454510031	0.604393595	0.005703637	0.007626026	8.7972103	0.038799372	0.000151355	0.025867142	0.009702745	0.025867142	RPP1A	RPP1A	YDL081C	translational elongation* || structural constituent of ribosome || YDL081C || 1083175	9.09	0	0.71	up	down	yes	0	1.25e-10	-2.27	0.76	0.998	NA	NA	no	core_ESR_down
542	YOL120C	5595	0.999954772	0.999954772	-2.92e-07	0.00514452	9.66107503	0.034726063	6.76e-05	0.011773096	0.010001688	0.011773096	RPL18A	RPL18A	YOL120C	protein biosynthesis || structural constituent of ribosome || YOL120C || 1082057	9.26	0	0.74	up	down	yes	0	2.1e-11	-2.52	0.74	0.998	NA	NA	no	core_ESR_down
543	YOL039W	3980	0.378895711	0.532833994	0.007483508	0.008504635	8.398552146	0.048590721	0.000239342	0.032119803	0.009509994	0.032119803	RPP2A	RPP2A	YOL039W	translational elongation* || structural constituent of ribosome || YOL039W || 1086302	9.38	0	0.64	up	down	yes	0	3.84e-09	-2.22	0.8	0.999	NA	NA	no	core_ESR_down
544	YML056C	4190	0.450032645	0.600892688	0.005831553	0.007720224	8.366506312	0.059488222	0.000250033	0.026415201	0.009493039	0.026415201	IMD4	IMD4	YML056C	biological process unknown || IMP dehydrogenase activity || YML056C || 1083004	9.94	0	0.69	up	down	yes	0	4.11e-10	-2.44	0.87	1	NA	NA	no	core_ESR_down
545	YGL076C	1957	0.024273481	0.069386451	-0.010659951	0.004731924	9.369596457	0.032903376	9.83e-05	0.009760825	0.009919277	0.009919277	RPL7A	RPL7A	YGL076C	protein biosynthesis || structural constituent of ribosome || YGL076C || 1082524	10.3	0	0.74	up	down	yes	0	1.9e-11	-2.85	0.84	1	NA	NA	no	core_ESR_down
546	YEL040W	1907	0.021845688	0.063991291	-0.010760874	0.004692841	8.620638895	0.105389181	0.000231195	0.008621267	0.009621552	0.009621552	UTR2	UTR2	YEL040W	cell wall organization and biogenesis || molecular function unknown || YEL040W || 1081502	11.95	0	0.85	up	down	yes	0	1.11e-15	-2.76	0.93	1	NA	NA	no	core_ESR_down
