ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta(sig_up.down)	subtelomeric	category
YOR276W	991	0.001293741	0.007306827	-0.014836253	0.004611306	7.036301413	0.024809969	0.00097311	0.008210118	0.008540241	0.008540241	CAF20	CAF20	YOR276W	negative regulation of translation || translation regulator activity || YOR276W || 1082889	2.65	0.0637	0.43	NA	down	NA	3.00E-05	1.52E-05	-0.52	0.26	0.004	NA	down	no	core_ESR_down
YBR274W	3659	0.278326841	0.425554982	0.005433329	0.0050119	5.755900092	0.007996878	0.003302056	0.002504762	0.00793598	0.00793598	CHK1	CHK1	YBR274W	protein amino acid phosphorylation* || protein kinase activity || YBR274W || 1080774	2.65	0.0637	0.38	NA	NA	NA	1.00E-04	5.56E-05	-0.7	0.25	0.0026	NA	NA	no	NA
YDR047W	4549	0.584438407	0.718677631	0.002585249	0.004726983	6.229332881	0.011437798	0.002050544	0.004797209	0.007946087	0.007946087	HEM12	HEM12	YDR047W	heme biosynthesis || uroporphyrinogen decarboxylase activity || YDR047W || 1081031	2.65	0.0635	0.19	NA	NA	NA	0.0113	0.00747	-0.4	0.41	0.395	NA	NA	no	NA
YGL107C	2847	0.108960187	0.214156021	-0.007908613	0.004933988	5.854964013	0.00783018	0.003001984	0.002062454	0.00788937	0.00788937	RMD9	RMD9	YGL107C	biological process unknown || molecular function unknown || YGL107C || 1083144	2.65	0.064	0.51	NA	NA	NA	0	1.03E-06	-1.14	0.26	0.0033	NA	NA	no	NA
YGL135W	4185	0.447521912	0.598513773	0.003610513	0.004753471	9.798438803	0.025751555	7.50E-05	0.00699532	0.010033944	0.010033944	RPL1B	RPL1B	YGL135W	protein biosynthesis || structural constituent of ribosome || YGL135W || 1081139	2.66	0.0632	0.33	NA	down	NA	0.00032	0.00022	-0.65	0.31	0.0324	NA	NA	no	core_ESR_down
YPR139C	5150	0.820058775	0.891308642	0.00116379	0.005116249	5.648318849	0.013840674	0.00370893	0.000720859	0.008001934	0.008001934	VPS66	VPS66	YPR139C	protein-vacuolar targeting || molecular function unknown || YPR139C || 1083487	2.66	0.0624	0.43	NA	NA	NA	1.00E-05	1.23E-05	-0.6	0.26	0.0034	NA	NA	no	NA
YBL009W	2436	0.058583817	0.134477168	-0.009213878	0.004871707	5.994757153	0.013474201	0.002728684	0.005065154	0.007889444	0.007889444	ALK2	YBL009W	YBL009W	meiosis || protein serine/threonine kinase activity || YBL009W || 1084763	2.67	0.0622	0.41	NA	NA	NA	4.00E-05	2.50E-05	-0.8	0.29	0.0134	NA	NA	no	NA
YDR090C	4630	0.612885734	0.740227326	0.002513071	0.004966951	5.860360808	0.061217666	0.003149233	0.007497906	0.007888131	0.007888131	YDR090C	YDR090C	YDR090C	biological process unknown || molecular function unknown || YDR090C || 1086107	2.67	0.0622	0.13	NA	NA	NA	0.0418	0.0285	-0.67	0.45	0.591	NA	NA	no	NA
YKL008C	1650	0.011777093	0.039925131	0.012348466	0.004902609	6.466686017	0.024780431	0.001793721	0.008959539	0.008096738	0.008959539	LAC1	LAC1	YKL008C	ceramide biosynthesis* || sphingosine N-acyltransferase activity || YKL008C || 1081126	2.67	0.0615	0.24	NA	NA	NA	0.00319	0.00217	-0.51	0.39	0.304	NA	up	no	NA
YNL026W	5363	0.903763934	0.943327192	0.000609591	0.005041779	5.661974344	0.00593384	0.003379204	0.002743766	0.007993228	0.007993228	SAM50	SAM50	YNL026W	protein complex assembly* || molecular function unknown || YNL026W || 1085928	2.67	0.0618	0.47	NA	NA	NA	0	3.76E-06	-0.65	0.28	0.0086	NA	NA	no	NA
YGR280C	3275	0.184228416	0.314847769	-0.018256056	0.013748606	4.379912438	0.168251022	0.014279166	0.070288238	0.012808327	0.070288238	PXR1	PXR1	YGR280C	35S primary transcript processing* || RNA binding || YGR280C || 1083739	2.68	0.0607	0.37	NA	down	NA	0.00014	8.20E-05	-0.83	0.32	0.053	NA	NA	TEL	core_ESR_down
YBR070C	280	7.60E-07	1.52E-05	0.036732736	0.007427864	5.528724244	0.065732755	0.003937659	0.020746228	0.008095051	0.020746228	ALG14	ALG14	YBR070C	"dolichol-linked oligosaccharide biosynthesis || transferase activity, transferring glycosyl groups || YBR070C || 1086662"	2.68	0.0609	0.44	NA	NA	NA	1.00E-05	1.06E-05	-0.55	0.27	0.0082	NA	up	no	Insensitive_up
YDR194C	273	5.90E-07	1.21E-05	-0.02298649	0.00460246	6.904994782	0.027104739	0.001048729	0.007665018	0.008428158	0.008428158	MSS116	MSS116	YDR194C	"RNA splicing || RNA splicing factor activity, transesterification mechanism* || YDR194C || 1084040"	2.68	0.0609	0.35	NA	NA	NA	0.00026	0.000158	-1.24	0.3	0.0215	NA	down	no	NA
YDR337W	3393	0.211412503	0.348740283	-0.00749857	0.00600034	5.030448622	0.009611171	0.006966167	0.001799988	0.009141674	0.009141674	MRPS28	MRPS28	YDR337W	protein biosynthesis* || structural constituent of ribosome* || YDR337W || 1083994	2.68	0.0608	0.4	NA	NA	NA	5.00E-05	3.37E-05	-1.16	0.28	0.0107	NA	NA	no	NA
YIL044C	1652	0.011793927	0.039957997	-0.012795062	0.005080932	5.737747695	0.02367792	0.003602635	0.00309188	0.007947111	0.007947111	AGE2	AGE2	YIL044C	ER to Golgi transport* || ARF GTPase activator activity || YIL044C || 1086396	2.68	0.0608	0.37	NA	NA	NA	0.00014	7.41E-05	-0.59	0.28	0.0106	NA	down	no	NA
YJL044C	1456	0.006582318	0.025303047	-0.012958913	0.004769096	6.098176146	0.016911971	0.002260843	0.001113503	0.007914703	0.007914703	GYP6	GYP6	YJL044C	intracellular protein transport || GTPase activator activity || YJL044C || 1085099	2.68	0.0608	0.45	NA	NA	NA	0	8.48E-06	-0.71	0.25	0.0027	NA	down	no	NA
YKL046C	623	9.86E-05	0.000892514	0.017918344	0.004601396	6.954540741	0.028388517	0.001003593	0.00713197	0.008468912	0.008468912	DCW1	DCW1	YKL046C	cell wall biosynthesis (sensu Fungi) || molecular function unknown || YKL046C || 1083478	2.68	0.0607	0.32	NA	NA	NA	0.00044	0.000312	-0.91	0.34	0.0925	NA	up	no	NA
YOR360C	3070	0.145632246	0.265663265	-0.006820355	0.004687099	6.328087863	0.020383877	0.001774865	0.008053784	0.007992373	0.008053784	PDE2	PDE2	YOR360C	cAMP-mediated signaling || cAMP-specific phosphodiesterase activity || YOR360C || 1082658	2.68	0.0611	0.35	NA	NA	NA	0.00028	0.000165	-0.46	0.32	0.0593	NA	NA	no	NA
YBR255C-A	1852	0.018904663	0.057131959	-0.018610322	0.007928039	4.321324071	0.049094382	0.014848584	0.003701075	0.013271534	0.013271534	YBR255C-A	YBR255C-A	YBR255C-A	biological process unknown || molecular function unknown || YBR255C-A || 1083904	2.69	0.0599	0.23	NA	NA	NA	0.00485	0.00323	-0.87	0.31	0.0435	NA	NA	no	NA
YGR254W	3970	0.375703028	0.529675024	0.013607089	0.015360639	9.751634482	0.12889566	5.88E-05	0.105502409	0.010023428	0.105502409	ENO1	ENO1	YGR254W	glycolysis* || phosphopyruvate hydratase activity || YGR254W || 1085707	2.69	0.0605	0.04	NA	NA	NA	0.277	0.227	-0.82	0.88	1	NA	NA	no	NA
YML052W	3414	0.215549572	0.35337755	-0.006261798	0.005056161	7.419389677	0.089179171	0.000651556	0.010785848	0.008889742	0.010785848	SUR7	SUR7	YML052W	sporulation (sensu Fungi) || molecular function unknown || YML052W || 1084091	2.69	0.0604	0.31	NA	NA	NA	0.00052	0.000372	-0.83	0.32	0.0597	NA	NA	no	NA
YPL012W	1798	0.017146385	0.053375037	-0.023480024	0.009850848	8.256706481	0.086409971	0.000293174	0.043121132	0.009433322	0.043121132	RRP12	RRP12	YPL012W	processing of 20S pre-rRNA* || molecular function unknown || YPL012W || 1085506	2.7	0.0591	0.3	NA	NA	NA	7.00E-04	0.000497	-0.66	0.32	0.0508	NA	NA	no	NA
YCR053W	4334	0.49824657	0.64333069	-0.003171681	0.004683168	8.624764246	0.016448073	0.000188645	0.003875446	0.009623526	0.009623526	THR4	THR4	YCR053W	endocytosis* || threonine synthase activity || YCR053W || 1081180	2.71	0.0583	0.21	NA	down	NA	0.00819	0.00549	-1.11	0.41	0.381	NA	NA	no	core_ESR_down
YPL220W	4624	0.610134668	0.73852157	0.00241556	0.004737495	9.357621368	0.023819958	0.000125657	0.009326352	0.009915487	0.009915487	RPL1A	RPL1A	YPL220W	protein biosynthesis || structural constituent of ribosome || YPL220W || 1083011	2.71	0.0588	0.35	NA	down	NA	0.00023	0.000137	-0.66	0.29	0.0148	NA	NA	no	core_ESR_down
YKL170W	1097	0.002080182	0.010613292	-0.021307447	0.006921285	4.599436136	0.02668702	0.010179254	0.001801043	0.011252569	0.011252569	MRPL38	MRPL38	YKL170W	protein biosynthesis || structural constituent of ribosome || YKL170W || 1085387	2.71	0.0584	0.2	NA	NA	NA	0.00851	0.00567	-1.22	0.4	0.367	NA	down	no	NA
YPL010W	4355	0.510879778	0.656577294	-0.003058601	0.004652088	6.464792881	0.006831296	0.001587233	0.00358486	0.008095134	0.008095134	RET3	RET3	YPL010W	"retrograde transport, Golgi to ER || protein binding || YPL010W || 1082050"	2.71	0.0587	0.29	NA	NA	NA	0.00095	0.000635	-0.47	0.3	0.0244	NA	NA	no	NA
YDR341C	2983	0.131332362	0.246418783	-0.007021797	0.004653683	8.128106357	0.017735796	0.000328793	0.003971957	0.009360215	0.009360215	YDR341C	YDR341C	YDR341C	protein biosynthesis || arginine-tRNA ligase activity || YDR341C || 1082474	2.72	0.0578	0.23	NA	down	NA	0.00458	0.00302	-0.66	0.34	0.106	NA	NA	no	core_ESR_down
YML022W	3921	0.361736101	0.516338837	0.004714084	0.0051686	7.062635409	0.026735288	0.000892092	0.011059658	0.008564047	0.011059658	APT1	APT1	YML022W	AMP biosynthesis* || adenine phosphoribosyltransferase activity || YML022W || 1083110	2.72	0.0577	0.34	NA	down	NA	0.00031	2.00E-04	-0.85	0.33	0.0745	NA	NA	no	core_ESR_down
YER093C-A	3527	0.242015382	0.384054464	0.010490155	0.008966219	3.996209761	0.037069984	0.019648514	-0.00155542	0.016318492	0.016318492	AIM11	YER093C-A	YER093C-A	biological process unknown || molecular function unknown || YER093C-A || 1085128	2.72	0.0577	0.34	NA	NA	NA	3.00E-04	0.000187	-1.03	0.31	0.0389	NA	NA	no	NA
YDR098C	3170	0.161766976	0.285618222	0.006622392	0.004733142	6.241762789	0.013048131	0.002072588	0.005618089	0.007950112	0.007950112	GRX3	GRX3	YDR098C	response to oxidative stress || thiol-disulfide exchange intermediate activity || YDR098C || 1085098	2.73	0.0567	0.25	NA	NA	NA	0.00262	0.00174	-0.45	0.39	0.287	NA	NA	no	NA
YDR451C	219	1.03E-07	2.64E-06	-0.031709917	0.005959625	5.48846352	0.079553293	0.004744469	0.011145518	0.008137216	0.011145518	YHP1	YHP1	YDR451C	negative regulation of transcription from RNA polymerase II promoter* || DNA binding* || YDR451C || 1084819	2.74	0.0557	0.47	NA	NA	NA	0	4.27E-06	-0.85	0.3	0.0244	NA	down	no	Insensitive_down
YDL164C	2887	0.115569694	0.224053889	0.00810366	0.005149613	6.212850882	0.016652387	0.002310108	0.009553994	0.007941668	0.009553994	CDC9	CDC9	YDL164C	DNA recombination* || DNA ligase (ATP) activity || YDL164C || 1086327	2.74	0.0561	0.45	NA	NA	NA	0	7.87E-06	-0.68	0.29	0.0181	NA	NA	no	NA
YGL195W	4215	0.457628342	0.607673981	-0.003526735	0.004748163	9.72690215	0.009646931	6.87E-05	0.002042921	0.010017673	0.010017673	GCN1	GCN1	YGL195W	regulation of translational elongation || molecular function unknown || YGL195W || 1086426	2.74	0.0564	0.48	NA	NA	NA	0	3.02E-06	-0.61	0.25	0.0013	NA	NA	no	NA
YOR158W	2943	0.125280549	0.238330352	-0.009603998	0.006264917	4.937251787	0.024213679	0.008078601	0.00631868	0.009481064	0.009481064	PET123	PET123	YOR158W	protein biosynthesis || structural constituent of ribosome || YOR158W || 1083765	2.74	0.056	0.31	NA	NA	NA	0.00056	0.000434	-1.41	0.31	0.044	NA	NA	no	NA
YKL212W	2073	0.029246218	0.078978886	-0.010082615	0.004624731	7.759272295	0.01119254	0.000436815	0.00337636	0.00913201	0.00913201	SAC1	SAC1	YKL212W	exocytosis* || inositol or phosphatidylinositol phosphatase activity || YKL212W || 1081361	2.74	0.0563	0.28	NA	NA	NA	0.00127	0.000908	-0.77	0.33	0.074	NA	NA	TEL	TELO
YDR120C	823	0.00049107	0.003339636	-0.02720235	0.007804252	6.566606645	0.07897558	0.001549077	0.025699776	0.008183112	0.025699776	TRM1	TRM1	YDR120C	tRNA methylation || tRNA (guanine-N2-)-methyltransferase activity || YDR120C || 1082181	2.75	0.0551	0.4	NA	down	NA	5.00E-05	3.21E-05	-0.9	0.25	0.002	NA	down	no	core_ESR_down
YBL082C	2719	0.090151731	0.185548039	0.010916943	0.006442203	6.594195802	0.028848087	0.001431468	0.017136075	0.008206527	0.017136075	ALG3	ALG3	YBL082C	"protein amino acid glycosylation* || alpha-1,3-mannosyltransferase activity || YBL082C || 1085819"	2.75	0.055	0.3	NA	NA	NA	0.00076	0.000532	-1.15	0.34	0.096	NA	NA	no	NA
YER057C	3009	0.137139239	0.255090834	0.008068372	0.005427659	6.564639908	0.020926897	0.001437232	0.011742625	0.008181422	0.011742625	HMF1	HMF1	YER057C	biological process unknown || molecular function unknown || YER057C || 1083338	2.75	0.0551	0.42	NA	NA	NA	4.00E-05	1.94E-05	-0.32	0.28	0.0113	NA	NA	no	NA
YHR197W	2954	0.127565384	0.241700561	-0.01451738	0.009527258	6.654757277	0.071695113	0.001469753	0.039139169	0.008254983	0.039139169	RIX1	RIX1	YHR197W	35S primary transcript processing* || molecular function unknown || YHR197W || 1081719	2.76	0.0544	0.4	NA	down	NA	7.00E-05	3.96E-05	-0.58	0.3	0.0318	NA	NA	no	core_ESR_down
YIL035C	336	2.66E-06	4.44E-05	-0.023702078	0.005048216	5.743018766	0.033770482	0.003457586	0.001275596	0.007943901	0.007943901	CKA1	CKA1	YIL035C	protein amino acid phosphorylation* || protein kinase CK2 activity || YIL035C || 1082986	2.76	0.0546	0.29	NA	NA	NA	0.00095	0.000646	-0.63	0.3	0.0235	NA	down	no	NA
YJR032W	1929	0.022641539	0.0656945	-0.011446902	0.005021827	5.758988098	0.012264798	0.003348539	0.002366595	0.007934061	0.007934061	CPR7	CPR7	YJR032W	response to stress || unfolded protein binding* || YJR032W || 1080952	2.76	0.0543	0.46	NA	NA	NA	0	5.77E-06	-0.51	0.26	0.0033	NA	NA	no	NA
YNL030W	2950	0.126727362	0.240438321	-0.018658234	0.0122178	7.344659952	0.091556151	0.000763968	0.066019912	0.008824903	0.066019912	HHF2	HHF2	YNL030W	chromatin assembly or disassembly || DNA binding || YNL030W || 1081454	2.76	0.0545	0.13	NA	NA	NA	0.0425	0.0291	-0.52	0.53	0.862	NA	NA	no	NA
YHR024C	2160	0.035125423	0.091017126	-0.009719674	0.004613238	6.711689069	0.00663648	0.00122672	0.002227563	0.008294603	0.008294603	MAS2	MAS2	YHR024C	mitochondrial protein processing || mitochondrial processing peptidase activity || YHR024C || 1080889	2.77	0.0534	0.23	NA	NA	NA	0.00478	0.0032	-1.34	0.4	0.338	NA	NA	no	NA
YOL030W	3176	0.163629722	0.288382144	0.009912665	0.007116223	8.060836095	0.027711382	0.000355903	0.022300175	0.009320627	0.022300175	GAS5	GAS5	YOL030W	"biological process unknown || 1,3-beta-glucanosyltransferase activity || YOL030W || 1081638"	2.77	0.0537	0.36	NA	NA	NA	0.00016	0.000109	-1.11	0.32	0.0529	NA	NA	no	NA
YPL266W	1987	0.025463453	0.07175745	-0.023717785	0.010615317	6.182033631	0.097375123	0.002212192	0.048201856	0.007935583	0.048201856	DIM1	DIM1	YPL266W	"rRNA modification* || rRNA (adenine-N6,N6-)-dimethyltransferase activity || YPL266W || 1083403"	2.78	0.0526	0.33	NA	down	NA	0.00032	0.000221	-0.69	0.34	0.108	NA	NA	TEL	core_ESR_down
YDL174C	1876	0.019838161	0.059186666	0.013823659	0.005934442	7.742731796	0.035392268	0.000442787	0.015313193	0.009121146	0.015313193	DLD1	DLD1	YDL174C	aerobic respiration* || D-lactate dehydrogenase (cytochrome) activity || YDL174C || 1084637	2.78	0.0526	0.09	NA	NA	NA	0.111	0.0815	-1.13	0.72	0.996	NA	NA	no	NA
YDL217C	2355	0.051081798	0.121378598	-0.011408749	0.005848265	5.087848493	0.017935177	0.006338379	0.001299788	0.008963325	0.008963325	TIM22	TIM22	YDL217C	mitochondrial inner membrane protein import || protein transporter activity || YDL217C || 1080645	2.78	0.0525	0.34	NA	NA	NA	0.00032	0.000211	-0.95	0.35	0.131	NA	NA	no	NA
YDR261C	2361	0.051748481	0.122571412	0.009068577	0.00466198	6.399817355	0.012714258	0.001681188	0.003359951	0.008042396	0.008042396	EXG2	EXG2	YDR261C	"cell wall organization and biogenesis || glucan 1,3-beta-glucosidase activity || YDR261C || 1082733"	2.78	0.0527	0.43	NA	NA	NA	3.00E-05	1.64E-05	-0.89	0.28	0.0119	NA	NA	no	NA
YDR502C	843	0.000570645	0.003788732	-0.016338496	0.004742399	9.624066235	0.05850418	6.97E-05	0.008738931	0.009992275	0.009992275	SAM2	SAM2	YDR502C	methionine metabolism || methionine adenosyltransferase activity || YDR502C || 1081183	2.78	0.0523	0.2	NA	NA	NA	0.0103	0.00684	-0.39	0.39	0.285	NA	down	no	NA
YKL164C	2378	0.053462	0.125778399	0.013997876	0.007248391	8.631038772	0.073278029	0.000193433	0.023312029	0.00962652	0.023312029	PIR1	PIR1	YKL164C	cell wall organization and biogenesis* || structural constituent of cell wall || YKL164C || 1085561	2.78	0.0523	0.19	NA	NA	NA	0.012	0.00783	-0.65	0.44	0.531	NA	NA	no	NA
YNL263C	940	0.000957897	0.005703565	0.018734213	0.005672549	6.4735576	0.031162851	0.001619689	0.01277632	0.008102584	0.01277632	YIF1	YIF1	YNL263C	ER to Golgi transport || molecular function unknown || YNL263C || 1082704	2.78	0.0524	0.31	NA	NA	NA	0.00052	0.000375	-0.94	0.34	0.0995	NA	up	no	NA
YOR301W	5597	0.99953942	0.999954772	-2.90E-06	0.005029495	5.712960433	0.013738161	0.003355008	0.006527542	0.007962071	0.007962071	RAX1	RAX1	YOR301W	bud site selection || molecular function unknown || YOR301W || 1083501	2.78	0.0529	0.37	NA	NA	NA	0.00014	9.24E-05	-0.89	0.31	0.0446	NA	NA	no	NA
YJL218W	1761	0.015564217	0.049467872	0.050637004	0.02093323	2.283962266	0.314354196	0.131897836	0.023468682	0.064148219	0.064148219	YJL218W	YJL218W	YJL218W	biological process unknown || acetyltransferase activity || YJL218W || 1082722	2.78	0.0527	0.18	NA	NA	NA	0.0152	0.00991	-0.4	0.36	0.168	NA	up	TEL	TELO
YML125C	2117	0.032222694	0.085237928	-0.013393793	0.006253997	7.144769981	0.043212078	0.000850203	0.016648304	0.008639941	0.016648304	PGA3	YML125C	YML125C	biological process unknown || molecular function unknown || YML125C || 1084214	2.78	0.0526	0.3	NA	NA	NA	0.00077	0.000538	-0.91	0.34	0.114	NA	NA	TEL	TELO
YLR243W	3526	0.241812557	0.383841429	-0.009203891	0.007863426	5.075667753	0.034950441	0.007402305	0.02026133	0.008999446	0.02026133	YLR243W	YLR243W	YLR243W	biological process unknown || signal sequence binding || YLR243W || 1081508	2.79	0.0517	0.46	NA	down	NA	0	6.34E-06	-0.54	0.27	0.0075	NA	NA	no	core_ESR_down
YMR116C	3435	0.22061891	0.359477158	0.00664762	0.005427142	10.3826288	0.029252135	2.97E-05	0.013147652	0.010123916	0.013147652	ASC1	ASC1	YMR116C	biological process unknown || molecular function unknown || YMR116C || 1084929	2.79	0.0517	0.27	NA	down	NA	0.00143	0.00106	-0.89	0.35	0.15	NA	NA	no	core_ESR_down
YGL039W	5352	0.901338204	0.942138421	-0.001051364	0.008480719	5.688721674	0.071104031	0.003917439	0.028259967	0.007976709	0.028259967	YGL039W	YGL039W	YGL039W	biological process unknown || oxidoreductase activity* || YGL039W || 1083738	2.79	0.0516	0.16	NA	NA	NA	0.0214	0.0144	-0.83	0.43	0.512	NA	NA	no	NA
YLR405W	984	0.001251177	0.007116702	-0.017626605	0.005462313	5.390728347	0.02691883	0.005073553	0.00062836	0.008275139	0.008275139	DUS4	DUS4	YLR405W	tRNA modification || tRNA dihydrouridine synthase activity || YLR405W || 1085142	2.8	0.0513	0.68	NA	down	NA	0	5.31E-10	-0.75	0.25	0.0016	NA	down	no	core_ESR_down
YEL021W	664	0.000139678	0.001177378	-0.018120154	0.004757523	6.202144675	0.046819653	0.002186837	0.006964414	0.007939383	0.007939383	URA3	URA3	YEL021W	'de novo' pyrimidine base biosynthesis* || orotidine-5'-phosphate decarboxylase activity || YEL021W || 1085994	2.8	0.0513	0.05	NA	NA	NA	0.259	0.21	-1.28	0.81	1	NA	down	no	NA
YGR007W	1867	0.019446595	0.058298122	-0.011416124	0.004885246	5.987858795	0.01299745	0.002789008	0.002282148	0.007888221	0.007888221	MUQ1	MUQ1	YGR007W	phosphatidylethanolamine biosynthesis || ethanolamine-phosphate cytidylyltransferase activity || YGR007W || 1080997	2.8	0.0508	0.61	NA	NA	NA	0	2.30E-08	-0.61	0.24	6.00E-04	NA	NA	no	NA
YLR212C	4084	0.410170956	0.562262575	0.004610322	0.005597817	6.168489071	0.019145059	0.002269751	0.011749443	0.007932683	0.011749443	TUB4	TUB4	YLR212C	mitotic spindle organization and biogenesis in nucleus* || structural constituent of cytoskeleton || YLR212C || 1086713	2.8	0.0511	0.36	NA	NA	NA	0.00017	0.000116	-0.41	0.34	0.101	NA	NA	no	NA
YLR378C	1521	0.00797527	0.029363177	0.01239515	0.004671924	8.431716479	0.019114093	0.000237795	0.0077195	0.009527314	0.009527314	SEC61	SEC61	YLR378C	protein-ER targeting* || protein transporter activity || YLR378C || 1083497	2.8	0.0515	0.27	NA	NA	NA	0.00178	0.00126	-1.18	0.38	0.248	NA	up	no	NA
YLR418C	4081	0.409708541	0.561860969	-0.004291202	0.0052052	5.575037514	0.00757155	0.004067267	0.000459291	0.00805435	0.00805435	CDC73	CDC73	YLR418C	RNA elongation from RNA polymerase II promoter* || RNA polymerase II transcription elongation factor activity || YLR418C || 1085790	2.8	0.0508	0.56	NA	NA	NA	0	1.57E-07	-0.45	0.23	5.00E-04	NA	NA	no	NA
YLR420W	1107	0.002191454	0.011080005	-0.014216154	0.004641283	6.624149295	0.029901623	0.001406323	0.002058611	0.008231119	0.008231119	URA4	URA4	YLR420W	'de novo' pyrimidine base biosynthesis* || dihydroorotase activity || YLR420W || 1085658	2.8	0.0509	0.14	NA	NA	NA	0.0341	0.0228	-0.5	0.42	0.449	NA	down	no	NA
YLR412W	3060	0.144536805	0.264370097	-0.007881366	0.005401515	5.426786208	0.015529148	0.004835677	0.003171981	0.008217517	0.008217517	BER1	YLR412W	YLR412W	biological process unknown || molecular function unknown || YLR412W || 1085006	2.81	0.05	0.44	NA	down	NA	1.00E-05	9.13E-06	-0.54	0.26	0.0032	NA	NA	no	core_ESR_down
YEL047C	111	2.31E-10	1.16E-08	0.029293431	0.00462089	7.049660127	0.046274764	0.001000659	0.007232992	0.008552276	0.008552276	YEL047C	YEL047C	YEL047C	metabolism || fumarate reductase (NADH) activity || YEL047C || 1084982	2.81	0.05	0.19	NA	NA	NA	0.0134	0.00867	-0.26	0.42	0.426	NA	up	no	Insensitive_up
YLR050C	20	1.72E-19	4.82E-17	0.051300921	0.005681391	5.595579423	0.131951948	0.00392958	0.010511344	0.008038434	0.010511344	YLR050C	YLR050C	YLR050C	biological process unknown || molecular function unknown || YLR050C || 1086437	2.81	0.0504	0.56	NA	NA	NA	0	1.37E-07	-0.74	0.26	0.003	NA	up	no	Insensitive_up
YDR400W	889	0.000724388	0.004560631	0.016962951	0.00501836	5.758770351	0.027978722	0.003332828	0.003407111	0.007934197	0.007934197	URH1	URH1	YDR400W	pyrimidine salvage* || uridine nucleosidase activity || YDR400W || 1084177	2.81	0.0503	0.21	NA	NA	NA	0.00686	0.00451	-0.41	0.42	0.455	NA	up	no	NA
